Block #,0.079377354,,Difference (Minutes),1
Stop Sequence,-0.013256016,,Prev Departure Offset,0.68892995
Latitude,,,Enc_Badge__3030.0,0.191198967
Longitude,0.056274733,,Enc_Stop__1777,0.123925984
Difference (Minutes),1,,Enc_Day__Saturday,0.11017148
Dwell Time,-0.037739562,,Enc_Stop__1803,0.083306303
Scheduled Run Time,-0.036498848,,Block #,0.079377354
Actual Run Time,0.005510689,,Enc_Badge__4555.0,0.07508609
Prev Departure Offset,0.68892995,,Enc_Badge__3007.0,0.067780281
Enc_Hour__0,-0.001716354,,Enc_Badge__4043.0,0.058765976
Enc_Hour__3,-0.004999549,,Enc_Badge__5129.0,0.056674763
Enc_Hour__4,-0.039271869,,Enc_Badge__5118.0,0.056450177
Enc_Hour__5,-0.057340092,,Longitude,0.056274733
Enc_Hour__6,-0.066295748,,Enc_Badge__5016.0,0.054959103
Enc_Hour__7,-0.051084658,,Enc_Hour__13,0.054918548
Enc_Hour__8,-0.027691957,,Enc_Hour__16,0.054361723
Enc_Hour__9,-0.047576043,,Enc_Miles__17.305,0.054108591
Enc_Hour__10,-0.043513823,,Enc_Badge__5006.0,0.05291312
Enc_Hour__11,-0.028159324,,Enc_Badge__4682.0,0.05261767
Enc_Hour__12,0.02800737,,Enc_Stop__1068,0.051615804
Enc_Hour__13,0.054918548,,Enc_Badge__5160.0,0.051295277
Enc_Hour__14,0.039855733,,Enc_Miles__15.752,0.05030981
Enc_Hour__15,0.037120403,,Enc_Badge__4303.0,0.047542905
Enc_Hour__16,0.054361723,,Enc_Badge__4603.0,0.045844925
Enc_Hour__17,0.045068828,,Enc_Badge__5117.0,0.045606724
Enc_Hour__18,0.009368247,,Enc_Day__Friday,0.04559464
Enc_Hour__19,-0.016007886,,Enc_Badge__3087.0,0.045568926
Enc_Hour__20,0.028077036,,Enc_Hour__17,0.045068828
Enc_Hour__21,0.041004009,,Enc_Badge__3780.0,0.043214105
Enc_Hour__22,0.007668679,,Enc_Hour__21,0.041004009
Enc_Hour__23,-0.023387649,,Enc_Hour__14,0.039855733
Enc_Month__1,0.027472632,,Enc_Badge__5165.0,0.037840778
Enc_Month__2,0.031971658,,Enc_Miles__6.285,0.037531368
Enc_Month__3,0.026580524,,Enc_Hour__15,0.037120403
Enc_Month__4,0.016819474,,Enc_Badge__5058.0,0.037096505
Enc_Month__5,0.003974008,,Enc_Miles__12.138,0.035728571
Enc_Month__6,-0.018320469,,Enc_Stop__1813,0.035728571
Enc_Month__7,-0.020522889,,Enc_Badge__4253.0,0.035304392
Enc_Month__8,-0.041925353,,Enc_Miles__5.906,0.035141311
Enc_Month__9,0.0124511,,Enc_Badge__3559.0,0.034108538
Enc_Month__10,0.009851063,,Enc_Stop__1812,0.03203118
Enc_Month__11,-0.015453727,,Enc_Month__2,0.031971658
Enc_Month__12,-0.018172746,,Enc_Badge__5131.0,0.031825824
Enc_Day__Friday,0.04559464,,Enc_Badge__3725.0,0.030263467
Enc_Day__Monday,-0.052068693,,Enc_Badge__3257.0,0.029083282
Enc_Day__Saturday,0.11017148,,Enc_Badge__5179.0,0.02907052
Enc_Day__Sunday,0.005884914,,Enc_Badge__4840.0,0.028722758
Enc_Day__Thursday,-0.026025162,,Enc_Badge__5171.0,0.028600411
Enc_Day__Tuesday,-0.039920297,,Enc_Hour__20,0.028077036
Enc_Day__Wednesday,-0.016908012,,Enc_Hour__12,0.02800737
Enc_Miles__0.0,-0.013852598,,Enc_Badge__4644.0,0.027684425
Enc_Miles__0.589,0.009590867,,Enc_Badge__5050.0,0.027631177
Enc_Miles__0.917,0.014474538,,Enc_Month__1,0.027472632
Enc_Miles__1.05,0.00043764,,Enc_Badge__5126.0,0.027319863
Enc_Miles__1.069,0.004544728,,Enc_Badge__3615.0,0.027301297
Enc_Miles__1.459,0.002237601,,Enc_Badge__4889.0,0.027026876
Enc_Miles__3.662,-0.021750628,,Enc_Month__3,0.026580524
Enc_Miles__3.821,-0.035420132,,Enc_Badge__4709.0,0.026499616
Enc_Miles__4.151,-0.008949395,,Enc_Badge__3808.0,0.025866944
Enc_Miles__4.37,-0.004950551,,Enc_Badge__5080.0,0.024819965
Enc_Miles__4.552,0.012209229,,Enc_Badge__3690.0,0.024772685
Enc_Miles__4.859,-0.006445617,,Enc_Badge__5063.0,0.024520623
Enc_Miles__4.872,-0.002276287,,Enc_Badge__4934.0,0.024208438
Enc_Miles__5.115,0.007502546,,Enc_Badge__4740.0,0.024020345
Enc_Miles__5.134,-0.00664626,,Enc_Badge__5088.0,0.023918516
