Difference (Minutes),1,,Difference (Minutes),1
Enc_Day_of_Week__4742,0.024229439,,Enc_Day_of_Week__4684,-0.001982876
Enc_Day_of_Week__4744,0.00323718,,Enc_Day_of_Week__5134,-0.002011484
Enc_Day_of_Week__4745,0.003968198,,Enc_Transit_Date__11/26/2020,-0.002014625
Enc_Day_of_Week__4746,-0.0078186,,Enc_Day_of_Week__5028,-0.002044492
Enc_Day_of_Week__4748,0.000306364,,Enc_Stop_Sequence__10888,-0.002051995
Enc_Day_of_Week__4749,0.004357121,,Enc_Day_of_Week__3098,-0.002067057
Enc_Day_of_Week__4752,0.002704825,,Enc_Transit_Date__7/10/2020,-0.002090448
Enc_Day_of_Week__4756,-0.012583719,,Enc_Stop_Sequence__10249,-0.002094978
Enc_Day_of_Week__4774,-0.001189205,,Enc_Stop_Sequence__10816,-0.002116475
Enc_Day_of_Week__4777,-9.31E-05,,Enc_Stop_Sequence__10691,-0.002149824
Enc_Day_of_Week__4791,-0.004877516,,Enc_Transit_Date__8/23/2020,-0.002152123
Enc_Day_of_Week__4793,0.009525373,,Enc_Transit_Date__9/8/2020,-0.00216542
Enc_Day_of_Week__4803,0.007071126,,Enc_Stop_ID__41.579,-0.002237627
Enc_Day_of_Week__4806,0.001241046,,Enc_Day_of_Week__4994,-0.002248096
Enc_Day_of_Week__4807,-0.004848671,,Enc_Stop_ID__77.145,-0.002252128
Enc_Day_of_Week__4808,-0.000615367,,Enc_Transit_Date__12/6/2020,-0.002285664
Enc_Day_of_Week__4809,-0.005030308,,Enc_Day_of_Week__3384,-0.002291637
Enc_Day_of_Week__4810,0.007836702,,Enc_Stop_ID__43.8,-0.002326224
Enc_Day_of_Week__4811,-0.006387425,,Enc_Stop_Sequence__10228,-0.002345152
Enc_Day_of_Week__4812,-0.008432822,,Enc_Day_of_Week__5138,-0.002364701
Enc_Day_of_Week__4813,-0.001495733,,Enc_Day_of_Week__3087,-0.002366829
Enc_Day_of_Week__4814,-0.021049404,,Enc_Stop_ID__45.922,-0.002382892
Enc_Day_of_Week__4815,-0.002671491,,Enc_Transit_Date__10/21/2020,-0.00238905
Enc_Day_of_Week__4816,-0.012151316,,Enc_Transit_Date__9/7/2020,-0.002402398
Enc_Day_of_Week__4817,-0.003789638,,Enc_Day_of_Week__5140,-0.002417172
Enc_Day_of_Week__4824,-0.002679698,,Enc_Stop_ID__46.178,-0.002427829
Enc_Day_of_Week__4826,-0.000152167,,Enc_Day_of_Week__3802,-0.002453763
Enc_Day_of_Week__4827,-0.003423867,,Enc_Day_of_Week__4983,-0.00245953
Enc_Day_of_Week__4829,-0.016629054,,Enc_Transit_Date__12/27/2020,-0.002470324
Enc_Day_of_Week__4839,0.011123249,,Enc_Day_of_Week__4341,-0.002474178
Enc_Day_of_Week__4840,-0.024518929,,Enc_Stop_Sequence__10277,-0.002478251
Enc_Day_of_Week__4849,0.000458212,,Enc_Stop_Sequence__10282,-0.00248283
Enc_Day_of_Week__4850,-0.001679288,,Enc_Stop_Sequence__10805,-0.002499079
Enc_Day_of_Week__4851,-0.000918965,,Enc_Stop_Sequence__10900,-0.002546987
Enc_Day_of_Week__4853,-0.006249127,,Enc_Transit_Date__7/1/2020,-0.0025532
Enc_Day_of_Week__4859,0.00656035,,Enc_Stop_Sequence__10898,-0.002562465
Enc_Day_of_Week__4863,0.002955133,,Enc_Stop_Sequence__10602,-0.002583773
Enc_Day_of_Week__4864,-0.003763028,,Enc_Transit_Date__7/28/2020,-0.002642592
Enc_Day_of_Week__4865,-0.007292102,,Enc_Transit_Date__7/26/2020,-0.002656037
Enc_Day_of_Week__4869,0.002172598,,Enc_Day_of_Week__4043,-0.002659399
Enc_Day_of_Week__4870,-0.006964754,,Enc_Transit_Date__8/26/2020,-0.002665501
Enc_Day_of_Week__4872,0.023612767,,Enc_Day_of_Week__4815,-0.002671491
Enc_Day_of_Week__4874,0.010936362,,Enc_Stop_Sequence__10242,-0.002674807
Enc_Day_of_Week__4875,0.004389051,,Enc_Stop_Sequence__10233,-0.002676696
Enc_Day_of_Week__4878,0.001450014,,Enc_Day_of_Week__4824,-0.002679698
Enc_Day_of_Week__4880,-0.005519819,,Enc_Day_of_Week__4591,-0.002688357
Enc_Day_of_Week__4881,0.02234165,,Enc_Actual_Hour_Depart__0,-0.002693038
Enc_Day_of_Week__4882,0.00256598,,Enc_Transit_Date__11/18/2020,-0.002697308
Enc_Day_of_Week__4886,-0.001348958,,Enc_Day_of_Week__5017,-0.002704255
Enc_Day_of_Week__4889,0.013549648,,Enc_Transit_Date__9/13/2020,-0.002706225
Enc_Day_of_Week__4892,0.013811209,,Enc_Transit_Date__4/30/2020,-0.00270909
Enc_Day_of_Week__4898,0.001745491,,Enc_Stop_Sequence__10636,-0.002724878
Enc_Day_of_Week__4902,-0.009305394,,Enc_Transit_Date__4/29/2020,-0.002739261
Enc_Day_of_Week__4905,0.021476069,,Enc_Day_of_Week__5073,-0.002760675
Enc_Day_of_Week__4906,0.002090638,,Enc_Transit_Date__10/20/2020,-0.002789753
Enc_Day_of_Week__4907,-0.001839573,,Enc_Day_of_Week__4628,-0.002799644
Enc_Day_of_Week__4909,-0.008133474,,Enc_Stop_Sequence__10245,-0.002860498
Enc_Day_of_Week__4910,0.004897132,,Enc_Stop_Sequence__10601,-0.00286887
Enc_Day_of_Week__4911,0.000612212,,Enc_Day_of_Week__4633,-0.00293067
Enc_Day_of_Week__4918,0.002704088,,Enc_Transit_Date__9/16/2020,-0.002956031
Enc_Day_of_Week__4919,-0.001902011,,Enc_Stop_Sequence__10883,-0.002972854
Enc_Day_of_Week__4920,-0.005092587,,Enc_Stop_Sequence__10299,-0.002982808
Enc_Day_of_Week__4923,0.010186965,,Enc_Transit_Date__5/26/2020,-0.003048257
Enc_Day_of_Week__4924,0.009227437,,Enc_Transit_Date__8/28/2020,-0.003056488
Enc_Day_of_Week__4925,-0.001830282,,Enc_Transit_Date__6/15/2020,-0.003084049
Enc_Day_of_Week__4926,0.021464724,,Enc_Day_of_Week__4595,-0.003100971
Enc_Day_of_Week__4927,-0.006806821,,Enc_Transit_Date__10/7/2020,-0.003102152
Enc_Day_of_Week__4931,-0.001603689,,Enc_Stop_ID__-1.035,-0.003139083
Enc_Day_of_Week__4932,-0.008993005,,Enc_Day_of_Week__4665,-0.00316131
Enc_Day_of_Week__4934,0.018012969,,Enc_Transit_Date__8/11/2020,-0.003170381
Enc_Day_of_Week__4935,0.012144977,,Enc_Transit_Date__9/17/2020,-0.003238419
Enc_Day_of_Week__4937,0.006099593,,Enc_Stop_Sequence__10706,-0.003242703
Enc_Day_of_Week__4941,0.023354107,,Enc_Transit_Date__4/18/2020,-0.003264873
Enc_Day_of_Week__4946,-0.015500593,,Enc_Day_of_Week__4235,-0.003265636
Enc_Day_of_Week__4948,0.043216539,,Enc_Stop_Sequence__10212,-0.003271823
Enc_Day_of_Week__4949,-0.000247117,,Enc_Transit_Date__10/9/2020,-0.003287926
Enc_Day_of_Week__4950,0.006474167,,Enc_Transit_Date__9/23/2020,-0.003308297
Enc_Day_of_Week__4951,0.002800652,,Enc_Transit_Date__9/27/2020,-0.003324351
Enc_Day_of_Week__4953,-0.016091553,,Enc_Day_of_Week__5122,-0.003354272
Enc_Day_of_Week__4954,-0.003992617,,Enc_Transit_Date__7/8/2020,-0.003361581
Enc_Day_of_Week__4955,0.020766618,,Enc_Transit_Date__9/29/2020,-0.003399908
Enc_Day_of_Week__4957,-0.000949361,,Enc_Transit_Date__5/1/2020,-0.003405578
Enc_Day_of_Week__4960,-0.003675986,,Enc_Stop_Sequence__10831,-0.003410228
Enc_Day_of_Week__4962,0.017248839,,Enc_Transit_Date__12/24/2020,-0.003413504
Enc_Day_of_Week__4963,0.015496851,,Enc_Day_of_Week__4827,-0.003423867
Enc_Day_of_Week__4965,-0.001185943,,Enc_Day_of_Week__4674,-0.003439549
Enc_Day_of_Week__4970,0.00188842,,Enc_Day_of_Week__5139,-0.003452508
Enc_Day_of_Week__4974,0.001511554,,Enc_Day_of_Week__5004,-0.003468929
Enc_Day_of_Week__4976,0.001063478,,Enc_Transit_Date__11/3/2020,-0.003486499
Enc_Day_of_Week__4977,0.001782829,,Enc_Transit_Date__11/24/2020,-0.003500152
Enc_Day_of_Week__4979,0.013092332,,Enc_Transit_Date__8/2/2020,-0.003504708
Enc_Day_of_Week__4981,0.004119023,,Enc_Transit_Date__12/9/2020,-0.003506712
Enc_Day_of_Week__4982,0.00573668,,Enc_Stop_ID__38.718,-0.003571943
Enc_Day_of_Week__4983,-0.00245953,,Enc_Transit_Date__4/11/2020,-0.003588407
Enc_Day_of_Week__4984,0.008155827,,Enc_Transit_Date__4/6/2020,-0.003644622
Enc_Day_of_Week__4987,0.002409939,,Enc_Transit_Date__9/25/2020,-0.003655394
Enc_Day_of_Week__4988,-0.001780783,,Enc_Stop_Sequence__10279,-0.003674042
Enc_Day_of_Week__4994,-0.002248096,,Enc_Day_of_Week__4960,-0.003675986
Enc_Day_of_Week__4995,0.002152861,,Enc_Transit_Date__10/18/2020,-0.003715809
Enc_Day_of_Week__4996,0.00594158,,Enc_Transit_Date__10/29/2020,-0.003721408
Enc_Day_of_Week__4998,-0.006820038,,Enc_Miles__Thursday,-0.003729917
Enc_Day_of_Week__5001,0.005849716,,Enc_Transit_Date__9/4/2020,-0.003759737
Enc_Day_of_Week__5002,0.000276085,,Enc_Day_of_Week__4864,-0.003763028
Enc_Day_of_Week__5004,-0.003468929,,Enc_Transit_Date__11/17/2020,-0.003781541
Enc_Day_of_Week__5005,0.013220055,,Enc_Day_of_Week__4817,-0.003789638
Enc_Day_of_Week__5006,0.002921586,,Enc_Transit_Date__4/7/2020,-0.003789974
Enc_Day_of_Week__5008,0.010104463,,Enc_Transit_Date__9/18/2020,-0.003791245
Enc_Day_of_Week__5009,0.015126701,,Enc_Day_of_Week__4530,-0.003801989
Enc_Day_of_Week__5014,0.002371735,,Enc_Transit_Date__5/6/2020,-0.003830415
Enc_Day_of_Week__5015,0.019212042,,Enc_Stop_Sequence__10871,-0.003831402
Enc_Day_of_Week__5016,0.045663194,,Enc_Day_of_Week__4115,-0.003839285
Enc_Day_of_Week__5017,-0.002704255,,Enc_Transit_Date__6/24/2020,-0.003858494
Enc_Day_of_Week__5018,0.007194893,,Enc_Transit_Date__8/7/2020,-0.003878753
Enc_Day_of_Week__5022,-0.014075323,,Enc_Transit_Date__12/20/2020,-0.003881074
Enc_Day_of_Week__5025,0.001947788,,Enc_Transit_Date__7/14/2020,-0.003884535
Enc_Day_of_Week__5026,0.022669051,,Enc_Day_of_Week__5098,-0.00389823
Enc_Day_of_Week__5028,-0.002044492,,Enc_Stop_Sequence__10631,-0.00390257
Enc_Day_of_Week__5031,0.015188731,,Enc_Stop_Sequence__10218,-0.003968913
Enc_Day_of_Week__5032,0.00447248,,Enc_Transit_Date__11/29/2020,-0.003990862
Enc_Day_of_Week__5034,0.013749621,,Enc_Day_of_Week__4954,-0.003992617
Enc_Day_of_Week__5035,0.009263795,,Enc_Transit_Date__9/11/2020,-0.004021237
Enc_Day_of_Week__5037,-0.010638941,,Enc_Day_of_Week__3807,-0.004028647
Enc_Day_of_Week__5038,-0.00492495,,Enc_Transit_Date__10/12/2020,-0.004029594
Enc_Day_of_Week__5039,0.00891338,,Enc_Transit_Date__10/5/2020,-0.004098725
Enc_Day_of_Week__5040,0.015227228,,Enc_Transit_Date__8/4/2020,-0.004158927
Enc_Day_of_Week__5041,0.042675008,,Enc_Stop_Sequence__10281,-0.004161975
Enc_Day_of_Week__5042,-0.00065383,,Enc_Day_of_Week__3158,-0.00421205
Enc_Day_of_Week__5044,-0.012940781,,Enc_Transit_Date__8/6/2020,-0.004218049
Enc_Day_of_Week__5045,-0.01060441,,Enc_Stop_Sequence__10704,-0.004224069
Enc_Day_of_Week__5046,0.005203373,,Enc_Stop_ID__23.995,-0.004231892
Enc_Day_of_Week__5047,0.007898924,,Enc_Stop_Sequence__10246,-0.004242348
Enc_Day_of_Week__5049,-0.00137996,,Enc_Day_of_Week__4559,-0.004272914
Enc_Day_of_Week__5050,0.006506781,,Enc_Transit_Date__6/5/2020,-0.004286467
Enc_Day_of_Week__5051,-0.001295386,,Enc_Transit_Date__12/23/2020,-0.004315646
Enc_Day_of_Week__5052,0.012059602,,Enc_Stop_Sequence__10807,-0.004316763
Enc_Day_of_Week__5054,0.007952413,,Enc_Transit_Date__12/7/2020,-0.004328923
Enc_Day_of_Week__5055,0.000958569,,Enc_Transit_Date__10/26/2020,-0.004355378
Enc_Day_of_Week__5056,0.003614012,,Enc_Stop_Sequence__10828,-0.004409802
Enc_Day_of_Week__5058,0.04612919,,Enc_Transit_Date__11/8/2020,-0.004418096
Enc_Day_of_Week__5060,-0.006996789,,Enc_Transit_Date__7/31/2020,-0.004418476
Enc_Day_of_Week__5063,0.040487282,,Enc_Stop_Sequence__10223,-0.004494254
Enc_Day_of_Week__5064,0.015042166,,Enc_Transit_Date__4/28/2020,-0.004520852
Enc_Day_of_Week__5065,0.007657615,,Enc_Transit_Date__5/11/2020,-0.004528979
Enc_Day_of_Week__5073,-0.002760675,,Enc_Stop_Sequence__10835,-0.004552272
Enc_Day_of_Week__5074,-0.001365463,,Enc_Transit_Date__6/4/2020,-0.004554445
Enc_Day_of_Week__5075,0.018712378,,Enc_Day_of_Week__4693,-0.0045582
Enc_Day_of_Week__5076,0.00663898,,Enc_Transit_Date__12/31/2020,-0.004564508
Enc_Day_of_Week__5077,0.005004096,,Enc_Transit_Date__6/16/2020,-0.004597597
Enc_Day_of_Week__5078,-0.008487425,,Enc_Transit_Date__5/28/2020,-0.004616769
Enc_Day_of_Week__5079,-0.010460025,,Enc_Transit_Date__6/18/2020,-0.004633732
Enc_Day_of_Week__5081,-0.000154829,,Enc_Transit_Date__12/16/2020,-0.004667689
Enc_Day_of_Week__5082,-0.013399472,,Enc_Day_of_Week__4590,-0.004676466
Enc_Day_of_Week__5083,0.007010365,,Enc_Day_of_Week__5133,-0.004693654
Enc_Day_of_Week__5087,0.015721834,,Enc_Transit_Date__11/12/2020,-0.00469682
Enc_Day_of_Week__5088,-0.000119516,,Enc_Badge_#__17,-0.004740317
Enc_Day_of_Week__5089,0.004766655,,Enc_Stop_Sequence__10902,-0.004766284
Enc_Day_of_Week__5090,0.012101431,,Enc_Stop_Sequence__10709,-0.004787162
Enc_Day_of_Week__5092,-0.000234998,,Enc_Block_Number__1171,-0.004795845
Enc_Day_of_Week__5093,0.027105641,,Enc_Transit_Date__5/13/2020,-0.004825015
Enc_Day_of_Week__5094,-0.005064466,,Enc_Stop_Sequence__10846,-0.004831706
Enc_Day_of_Week__5095,0.003939564,,Enc_Day_of_Week__4807,-0.004848671
Enc_Day_of_Week__5096,0.01468546,,Enc_Day_of_Week__4547,-0.004874672
Enc_Day_of_Week__5098,-0.00389823,,Enc_Day_of_Week__4791,-0.004877516
Enc_Day_of_Week__5099,-0.005045006,,Enc_Transit_Date__7/2/2020,-0.004881641
Enc_Day_of_Week__5100,0.001993274,,Enc_Stop_Sequence__10244,-0.004918194
Enc_Day_of_Week__5101,0.013041992,,Enc_Day_of_Week__5038,-0.00492495
Enc_Day_of_Week__5105,-0.008370367,,Enc_Transit_Date__8/31/2020,-0.004937333
Enc_Day_of_Week__5108,-0.008287284,,Enc_Transit_Date__5/29/2020,-0.004958222
Enc_Day_of_Week__5109,-0.012334785,,Enc_Stop_Sequence__10632,-0.004966496
Enc_Day_of_Week__5110,-0.001129645,,Enc_Day_of_Week__4809,-0.005030308
Enc_Day_of_Week__5111,-0.005182595,,Enc_Day_of_Week__5099,-0.005045006
Enc_Day_of_Week__5114,-0.00574502,,Enc_Stop_Sequence__10226,-0.005059144
Enc_Day_of_Week__5115,-0.005669753,,Enc_Transit_Date__6/30/2020,-0.005062705
Enc_Day_of_Week__5116,0.000303662,,Enc_Day_of_Week__5094,-0.005064466
Enc_Day_of_Week__5117,0.015998138,,Enc_Transit_Date__12/1/2020,-0.005074023
Enc_Day_of_Week__5118,0.007396701,,Enc_Transit_Date__12/13/2020,-0.005089593
Enc_Day_of_Week__5121,0.015221647,,Enc_Day_of_Week__4920,-0.005092587
Enc_Day_of_Week__5122,-0.003354272,,Enc_Transit_Date__7/21/2020,-0.005093312
Enc_Day_of_Week__5123,-0.006024177,,Enc_Day_of_Week__3981,-0.005100932
Enc_Day_of_Week__5124,0.012452938,,Enc_Stop_Sequence__10699,-0.005109812
Enc_Day_of_Week__5125,0.010476556,,Enc_Transit_Date__3/28/2020,-0.005132583
Enc_Day_of_Week__5129,0.019092408,,Enc_Transit_Date__10/22/2020,-0.005140981
Enc_Day_of_Week__5130,0.032046282,,Enc_Stop_ID__39.09,-0.005165297
Enc_Day_of_Week__5131,0.012167579,,Enc_Day_of_Week__5111,-0.005182595
Enc_Day_of_Week__5132,0.000248738,,Enc_Day_of_Week__4531,-0.005235811
Enc_Day_of_Week__5133,-0.004693654,,Enc_Stop_Sequence__10265,-0.00523993
Enc_Day_of_Week__5134,-0.002011484,,Enc_Transit_Date__10/27/2020,-0.005247439
Enc_Day_of_Week__5135,0.007139457,,Enc_Transit_Date__5/8/2020,-0.005259217
Enc_Day_of_Week__5136,0.00567326,,Enc_Miles__Wednesday,-0.005322751
Enc_Day_of_Week__5137,0.001834945,,Enc_Transit_Date__5/5/2020,-0.005378238
Enc_Day_of_Week__5138,-0.002364701,,Enc_Day_of_Week__4214,-0.00541361
Enc_Day_of_Week__5139,-0.003452508,,Enc_Transit_Date__4/26/2020,-0.005432516
Enc_Day_of_Week__5140,-0.002417172,,Enc_Transit_Date__3/24/2020,-0.005449741
Enc_Day_of_Week__5141,0.003471772,,Enc_Stop_Sequence__10211,-0.005459036
Enc_Day_of_Week__5144,0.00112413,,Enc_Day_of_Week__4419,-0.005498433
Enc_Day_of_Week__5145,-0.001040959,,Enc_Day_of_Week__4880,-0.005519819
Enc_Day_of_Week__5146,0.015287387,,Enc_Transit_Date__12/2/2020,-0.005556738
Enc_Miles__Friday,0.001610787,,Enc_Transit_Date__3/20/2020,-0.005557839
Enc_Miles__Monday,-0.021019134,,Enc_Transit_Date__5/20/2020,-0.00557433
Enc_Miles__Saturday,0.034344707,,Enc_Day_of_Week__3530,-0.005617695
Enc_Miles__Sunday,-0.001452193,,Enc_Day_of_Week__5115,-0.005669753
Enc_Miles__Thursday,-0.003729917,,Enc_Transit_Date__3/19/2020,-0.005690793
Enc_Miles__Tuesday,0.004689885,,Enc_Transit_Date__3/16/2020,-0.005711869
Enc_Miles__Wednesday,-0.005322751,,Enc_Transit_Date__8/3/2020,-0.00572122
Enc_Stop_ID__-1.159,0.0016903,,Enc_Stop_Sequence__10286,-0.005735548
Enc_Stop_ID__-1.035,-0.003139083,,Enc_Transit_Date__8/17/2020,-0.005737692
Enc_Stop_ID__0.0,0.034446434,,Enc_Day_of_Week__5114,-0.00574502
Enc_Stop_ID__0.347,-0.008347329,,Enc_Transit_Date__10/1/2020,-0.005770939
Enc_Stop_ID__1.035,-0.011622321,,Enc_Transit_Date__11/20/2020,-0.005772821
Enc_Stop_ID__1.159,0.012220043,,Enc_Transit_Date__7/24/2020,-0.005813027
Enc_Stop_ID__2.029,-0.006272889,,Enc_Transit_Date__4/21/2020,-0.005826644
Enc_Stop_ID__2.044,0.005599759,,Enc_Transit_Date__10/16/2020,-0.005861753
Enc_Stop_ID__2.928,0.009319483,,Enc_Transit_Date__10/15/2020,-0.00586836
Enc_Stop_ID__3.203,0.005747975,,Enc_Transit_Date__10/19/2020,-0.005997268
Enc_Stop_ID__4.391,0.000691547,,Enc_Stop_Sequence__10708,-0.006019079
Enc_Stop_ID__4.491,-0.027867829,,Enc_Day_of_Week__5123,-0.006024177
Enc_Stop_ID__5.303,0.020523031,,Enc_Day_of_Week__3009,-0.00604218
Enc_Stop_ID__5.397,-0.010975727,,Enc_Transit_Date__11/22/2020,-0.006050606
Enc_Stop_ID__5.53,0.000692226,,Enc_Day_of_Week__3830,-0.006051514
Enc_Stop_ID__7.346,-0.001368109,,Enc_Transit_Date__8/27/2020,-0.006069668
Enc_Stop_ID__7.623,0.002722426,,Enc_Transit_Date__12/17/2020,-0.006076157
Enc_Stop_ID__8.444,0.017932013,,Enc_Stop_Sequence__10700,-0.006088203
Enc_Stop_ID__8.531,-0.024227296,,Enc_Transit_Date__9/1/2020,-0.006099211
Enc_Stop_ID__10.606,-0.00107109,,Enc_Stop_Sequence__10075,-0.006104339
Enc_Stop_ID__10.793,-0.001722142,,Enc_Stop_Sequence__10264,-0.006113148
Enc_Stop_ID__13.927,-0.001778092,,Enc_Day_of_Week__4315,-0.00616791
Enc_Stop_ID__20.839,0.018316828,,Enc_Transit_Date__8/24/2020,-0.006189703
Enc_Stop_ID__21.067,-0.022226488,,Enc_Transit_Date__7/7/2020,-0.006202258
Enc_Stop_ID__22.961,-0.031529341,,Enc_Day_of_Week__4517,-0.006214055
Enc_Stop_ID__23.089,0.000646523,,Enc_Day_of_Week__4853,-0.006249127
Enc_Stop_ID__23.769,-0.022632296,,Enc_Transit_Date__8/12/2020,-0.00625006
Enc_Stop_ID__23.886,0.025164607,,Enc_Stop_ID__2.029,-0.006272889
Enc_Stop_ID__23.995,-0.004231892,,Enc_Day_of_Week__4605,-0.006287047
Enc_Stop_ID__25.083,-0.013516818,,Enc_Day_of_Week__4609,-0.006316474
Enc_Stop_ID__26.008,-0.00120221,,Enc_Day_of_Week__4077,-0.006321748
Enc_Stop_ID__37.885,0.008224691,,Enc_Stop_ID__44.149,-0.006323663
Enc_Stop_ID__38.718,-0.003571943,,Enc_Transit_Date__7/23/2020,-0.006382672
Enc_Stop_ID__39.09,-0.005165297,,Enc_Day_of_Week__4811,-0.006387425
Enc_Stop_ID__39.55,-0.001457175,,Enc_Transit_Date__6/25/2020,-0.006428988
Enc_Stop_ID__41.579,-0.002237627,,Enc_Stop_Sequence__10229,-0.006504268
Enc_Stop_ID__43.8,-0.002326224,,Enc_Stop_Sequence__10291,-0.006547868
Enc_Stop_ID__44.149,-0.006323663,,Enc_Stop_Sequence__10237,-0.006554897
Enc_Stop_ID__44.725,0.005108719,,Enc_Block_Number__2924,-0.006594362
Enc_Stop_ID__45.922,-0.002382892,,Enc_Transit_Date__7/22/2020,-0.00664237
Enc_Stop_ID__46.178,-0.002427829,,Enc_Day_of_Week__3103,-0.006653643
Enc_Stop_ID__77.145,-0.002252128,,Enc_Day_of_Week__3049,-0.006655384
Enc_Stop_ID__78.18,0.001658692,,Enc_Transit_Date__7/15/2020,-0.006688643
Enc_Block_Number__896,0.017776623,,Enc_Transit_Date__3/21/2020,-0.006696904
Enc_Block_Number__897,-0.026874983,,Enc_Day_of_Week__3239,-0.006707597
Enc_Block_Number__1171,-0.004795845,,Enc_Transit_Date__10/14/2020,-0.006738361
Enc_Block_Number__1172,0.031202787,,Enc_Transit_Date__9/10/2020,-0.006784268
Enc_Block_Number__2028,-0.028909951,,Enc_Day_of_Week__4927,-0.006806821
Enc_Block_Number__2158,0.014967629,,Enc_Transit_Date__8/25/2020,-0.006810193
Enc_Block_Number__2474,0.028697366,,Enc_Transit_Date__3/29/2020,-0.006817863
Enc_Block_Number__2591,0.013696074,,Enc_Day_of_Week__4998,-0.006820038
Enc_Block_Number__2593,0.017089014,,Enc_Stop_Sequence__10247,-0.006830274
Enc_Block_Number__2594,-0.0232185,,Enc_Day_of_Week__4322,-0.006865685
Enc_Block_Number__2656,-0.037139995,,Enc_Transit_Date__4/24/2020,-0.006879247
Enc_Block_Number__2818,-0.022132874,,Enc_Transit_Date__9/15/2020,-0.006887469
Enc_Block_Number__2924,-0.006594362,,Enc_Transit_Date__4/20/2020,-0.00690216
Enc_Stop_Sequence__10040,0.005545538,,Enc_Transit_Date__7/20/2020,-0.00695916
Enc_Stop_Sequence__10075,-0.006104339,,Enc_Day_of_Week__4870,-0.006964754
Enc_Stop_Sequence__10165,-0.009068473,,Enc_Day_of_Week__5060,-0.006996789
Enc_Stop_Sequence__10210,-0.062560036,,Enc_Transit_Date__4/16/2020,-0.007040045
Enc_Stop_Sequence__10211,-0.005459036,,Enc_Transit_Date__12/10/2020,-0.007048311
Enc_Stop_Sequence__10212,-0.003271823,,Enc_Transit_Date__12/14/2020,-0.007057399
Enc_Stop_Sequence__10213,-0.000750991,,Enc_Transit_Date__12/18/2020,-0.007084443
Enc_Stop_Sequence__10214,0.003441652,,Enc_Transit_Date__9/9/2020,-0.007092465
Enc_Stop_Sequence__10215,-0.012781011,,Enc_Stop_Sequence__10300,-0.007094179
Enc_Stop_Sequence__10216,-0.012494226,,Enc_Transit_Date__12/11/2020,-0.007232828
Enc_Stop_Sequence__10217,-0.012565682,,Enc_Transit_Date__5/15/2020,-0.00727511
Enc_Stop_Sequence__10218,-0.003968913,,Enc_Day_of_Week__4550,-0.007291862
Enc_Stop_Sequence__10219,0.000802433,,Enc_Day_of_Week__4865,-0.007292102
Enc_Stop_Sequence__10220,-0.009273633,,Enc_Transit_Date__12/30/2020,-0.00731543
Enc_Stop_Sequence__10221,0.002081387,,Enc_Transit_Date__4/17/2020,-0.007325622
Enc_Stop_Sequence__10222,-0.009428223,,Enc_Transit_Date__12/25/2020,-0.007377152
Enc_Stop_Sequence__10223,-0.004494254,,Enc_Transit_Date__5/14/2020,-0.007412149
Enc_Stop_Sequence__10224,-0.014582418,,Enc_Actual_Hour_Depart__12,-0.007425725
Enc_Stop_Sequence__10225,-0.00897714,,Enc_Stop_Sequence__10894,-0.007436749
Enc_Stop_Sequence__10226,-0.005059144,,Enc_Stop_Sequence__10241,-0.007495865
Enc_Stop_Sequence__10227,0.007781971,,Enc_Transit_Date__11/9/2020,-0.007547359
Enc_Stop_Sequence__10228,-0.002345152,,Enc_Day_of_Week__4452,-0.007585956
Enc_Stop_Sequence__10229,-0.006504268,,Enc_Day_of_Week__4441,-0.007599776
Enc_Stop_Sequence__10230,-0.010726759,,Enc_Transit_Date__4/8/2020,-0.007624682
Enc_Stop_Sequence__10231,-0.008164431,,Enc_Transit_Date__9/22/2020,-0.00768279
Enc_Stop_Sequence__10232,0.01425775,,Enc_Day_of_Week__4563,-0.007688763
Enc_Stop_Sequence__10233,-0.002676696,,Enc_Transit_Date__7/17/2020,-0.007719348
Enc_Stop_Sequence__10234,-0.010465264,,Enc_Transit_Date__3/30/2020,-0.007743934
Enc_Stop_Sequence__10235,-0.008577462,,Enc_Transit_Date__5/21/2020,-0.007805459
Enc_Stop_Sequence__10236,-0.012259737,,Enc_Day_of_Week__4746,-0.0078186
Enc_Stop_Sequence__10237,-0.006554897,,Enc_Transit_Date__7/16/2020,-0.007823914
Enc_Stop_Sequence__10238,-0.010269409,,Enc_Transit_Date__7/13/2020,-0.007847961
Enc_Stop_Sequence__10239,0.010695095,,Enc_Stop_Sequence__10274,-0.007849212
Enc_Stop_Sequence__10240,0.006463324,,Enc_Transit_Date__11/30/2020,-0.007853009
Enc_Stop_Sequence__10241,-0.007495865,,Enc_Transit_Date__9/14/2020,-0.007856511
Enc_Stop_Sequence__10242,-0.002674807,,Enc_Stop_Sequence__10703,-0.007889781
Enc_Stop_Sequence__10243,0.002467255,,Enc_Day_of_Week__3618,-0.00801879
Enc_Stop_Sequence__10244,-0.004918194,,Enc_Day_of_Week__3952,-0.008028594
Enc_Stop_Sequence__10245,-0.002860498,,Enc_Stop_Sequence__10899,-0.008083617
Enc_Stop_Sequence__10246,-0.004242348,,Enc_Badge_#__4,-0.008100453
Enc_Stop_Sequence__10247,-0.006830274,,Enc_Day_of_Week__4909,-0.008133474
Enc_Stop_Sequence__10248,0.004266107,,Enc_Badge_#__6,-0.008143465
Enc_Stop_Sequence__10249,-0.002094978,,Enc_Stop_Sequence__10231,-0.008164431
