Difference (Minutes),1,,Difference (Minutes),1
Enc_Transit_Date__7/13/2020,-0.007847961,,Enc_Miles__Tuesday,0.004689885
Enc_Transit_Date__7/14/2020,-0.003884535,,Enc_Transit_Date__10/3/2020,0.004586912
Enc_Transit_Date__7/15/2020,-0.006688643,,Enc_Day_of_Week__5032,0.00447248
Enc_Transit_Date__7/16/2020,-0.007823914,,Enc_Day_of_Week__4875,0.004389051
Enc_Transit_Date__7/17/2020,-0.007719348,,Enc_Transit_Date__10/31/2020,0.004364018
Enc_Transit_Date__7/18/2020,0.010105586,,Enc_Day_of_Week__4749,0.004357121
Enc_Transit_Date__7/19/2020,0.000156457,,Enc_Day_of_Week__3392,0.004309479
Enc_Transit_Date__7/2/2020,-0.004881641,,Enc_Stop_Sequence__10248,0.004266107
Enc_Transit_Date__7/20/2020,-0.00695916,,Enc_Transit_Date__1/11/2020,0.004232134
Enc_Transit_Date__7/21/2020,-0.005093312,,Enc_Transit_Date__9/26/2020,0.004207172
Enc_Transit_Date__7/22/2020,-0.00664237,,Enc_Day_of_Week__4369,0.004195795
Enc_Transit_Date__7/23/2020,-0.006382672,,Enc_Day_of_Week__4981,0.004119023
Enc_Transit_Date__7/24/2020,-0.005813027,,Enc_Stop_Sequence__10842,0.004081967
Enc_Transit_Date__7/25/2020,0.000701617,,Enc_Day_of_Week__3779,0.004074828
Enc_Transit_Date__7/26/2020,-0.002656037,,Enc_Day_of_Week__3837,0.003983497
Enc_Transit_Date__7/27/2020,-0.008432018,,Enc_Stop_Sequence__10283,0.003981161
Enc_Transit_Date__7/28/2020,-0.002642592,,Enc_Day_of_Week__4745,0.003968198
Enc_Transit_Date__7/29/2020,1.25E-05,,Enc_Day_of_Week__5095,0.003939564
Enc_Transit_Date__7/3/2020,0.001538513,,Enc_Stop_Sequence__10612,0.003934431
Enc_Transit_Date__7/30/2020,0.014100997,,Enc_Transit_Date__2/16/2020,0.003863062
Enc_Transit_Date__7/31/2020,-0.004418476,,Enc_Day_of_Week__4200,0.003836933
Enc_Transit_Date__7/4/2020,0.006899025,,Enc_Stop_Sequence__10895,0.003800714
Enc_Transit_Date__7/5/2020,-0.001064445,,Enc_Day_of_Week__3324,0.003745387
Enc_Transit_Date__7/6/2020,0.005264993,,Enc_Transit_Date__6/1/2020,0.00363569
Enc_Transit_Date__7/7/2020,-0.006202258,,Enc_Stop_Sequence__10259,0.003617925
Enc_Transit_Date__7/8/2020,-0.003361581,,Enc_Day_of_Week__5056,0.003614012
Enc_Transit_Date__7/9/2020,-0.000843827,,Enc_Day_of_Week__5141,0.003471772
Enc_Transit_Date__8/1/2020,-0.00018543,,Enc_Stop_Sequence__10808,0.003461595
Enc_Transit_Date__8/10/2020,0.001263532,,Enc_Stop_Sequence__10214,0.003441652
Enc_Transit_Date__8/11/2020,-0.003170381,,Enc_Transit_Date__5/23/2020,0.003368092
Enc_Transit_Date__8/12/2020,-0.00625006,,Enc_Transit_Date__11/2/2020,0.003290106
Enc_Transit_Date__8/13/2020,-0.012534841,,Enc_Day_of_Week__3844,0.003283091
Enc_Transit_Date__8/14/2020,-0.009069339,,Enc_Stop_Sequence__10271,0.0032629
Enc_Transit_Date__8/16/2020,-0.000271973,,Enc_Stop_Sequence__10276,0.003240456
Enc_Transit_Date__8/17/2020,-0.005737692,,Enc_Day_of_Week__4744,0.00323718
Enc_Transit_Date__8/18/2020,-0.000443682,,Enc_Transit_Date__1/26/2020,0.003200195
Enc_Transit_Date__8/19/2020,-0.00063665,,Enc_Transit_Date__6/13/2020,0.003145999
Enc_Transit_Date__8/2/2020,-0.003504708,,Enc_Day_of_Week__4716,0.003141461
Enc_Transit_Date__8/20/2020,-0.008244816,,Enc_Transit_Date__5/30/2020,0.003140184
Enc_Transit_Date__8/21/2020,0.000574824,,Enc_Day_of_Week__4863,0.002955133
Enc_Transit_Date__8/22/2020,-0.000253251,,Enc_Transit_Date__6/14/2020,0.002945554
Enc_Transit_Date__8/23/2020,-0.002152123,,Enc_Day_of_Week__4262,0.002928132
Enc_Transit_Date__8/24/2020,-0.006189703,,Enc_Day_of_Week__5006,0.002921586
Enc_Transit_Date__8/25/2020,-0.006810193,,Enc_Stop_Sequence__10289,0.00285307
Enc_Transit_Date__8/26/2020,-0.002665501,,Enc_Transit_Date__12/19/2020,0.002845396
Enc_Transit_Date__8/27/2020,-0.006069668,,Enc_Stop_Sequence__10834,0.002830837
Enc_Transit_Date__8/28/2020,-0.003056488,,Enc_Day_of_Week__4703,0.002808827
Enc_Transit_Date__8/29/2020,0.000534537,,Enc_Day_of_Week__4951,0.002800652
Enc_Transit_Date__8/3/2020,-0.00572122,,Enc_Transit_Date__11/6/2020,0.002731999
Enc_Transit_Date__8/30/2020,-0.001765489,,Enc_Stop_ID__7.623,0.002722426
Enc_Transit_Date__8/31/2020,-0.004937333,,Enc_Day_of_Week__4752,0.002704825
Enc_Transit_Date__8/4/2020,-0.004158927,,Enc_Day_of_Week__4918,0.002704088
Enc_Transit_Date__8/5/2020,-0.00086884,,Enc_Transit_Date__6/8/2020,0.002686959
Enc_Transit_Date__8/6/2020,-0.004218049,,Enc_Day_of_Week__3764,0.002637959
Enc_Transit_Date__8/7/2020,-0.003878753,,Enc_Stop_Sequence__10268,0.002632395
Enc_Transit_Date__8/8/2020,0.00136541,,Enc_Stop_Sequence__10818,0.00259039
Enc_Transit_Date__8/9/2020,0.00251371,,Enc_Day_of_Week__4882,0.00256598
Enc_Transit_Date__9/1/2020,-0.006099211,,Enc_Transit_Date__6/21/2020,0.002528712
Enc_Transit_Date__9/10/2020,-0.006784268,,Enc_Day_of_Week__3778,0.002521986
Enc_Transit_Date__9/11/2020,-0.004021237,,Enc_Transit_Date__8/9/2020,0.00251371
Enc_Transit_Date__9/12/2020,-0.001140618,,Enc_Transit_Date__1/1/2020,0.002509026
Enc_Transit_Date__9/13/2020,-0.002706225,,Enc_Stop_Sequence__10243,0.002467255
Enc_Transit_Date__9/14/2020,-0.007856511,,Enc_Stop_Sequence__10693,0.002443508
Enc_Transit_Date__9/15/2020,-0.006887469,,Enc_Day_of_Week__4987,0.002409939
Enc_Transit_Date__9/16/2020,-0.002956031,,Enc_Day_of_Week__5014,0.002371735
Enc_Transit_Date__9/17/2020,-0.003238419,,Enc_Transit_Date__5/31/2020,0.002303935
Enc_Transit_Date__9/18/2020,-0.003791245,,Enc_Transit_Date__12/26/2020,0.002303132
Enc_Transit_Date__9/19/2020,-0.000661114,,Enc_Transit_Date__6/29/2020,0.002298409
Enc_Transit_Date__9/2/2020,-0.000116558,,Enc_Transit_Date__6/2/2020,0.002279971
Enc_Transit_Date__9/20/2020,0.000514526,,Enc_Transit_Date__7/11/2020,0.002229536
Enc_Transit_Date__9/21/2020,-0.008678826,,Enc_Stop_Sequence__10837,0.002202697
Enc_Transit_Date__9/22/2020,-0.00768279,,Enc_Day_of_Week__4869,0.002172598
Enc_Transit_Date__9/23/2020,-0.003308297,,Enc_Day_of_Week__3480,0.002153642
Enc_Transit_Date__9/24/2020,0.002134391,,Enc_Day_of_Week__4995,0.002152861
Enc_Transit_Date__9/25/2020,-0.003655394,,Enc_Transit_Date__9/24/2020,0.002134391
Enc_Transit_Date__9/26/2020,0.004207172,,Enc_Day_of_Week__4295,0.002118205
Enc_Transit_Date__9/27/2020,-0.003324351,,Enc_Day_of_Week__4906,0.002090638
Enc_Transit_Date__9/28/2020,-0.01035815,,Enc_Stop_Sequence__10221,0.002081387
Enc_Transit_Date__9/29/2020,-0.003399908,,Enc_Stop_Sequence__10869,0.002049272
Enc_Transit_Date__9/3/2020,-0.00942775,,Enc_Day_of_Week__5100,0.001993274
Enc_Transit_Date__9/30/2020,-0.001949386,,Enc_Day_of_Week__3318,0.001984998
Enc_Transit_Date__9/4/2020,-0.003759737,,Enc_Transit_Date__6/22/2020,0.001953041
Enc_Transit_Date__9/5/2020,-0.001274813,,Enc_Day_of_Week__5025,0.001947788
Enc_Transit_Date__9/6/2020,-0.000724032,,Enc_Transit_Date__5/24/2020,0.001937825
Enc_Transit_Date__9/7/2020,-0.002402398,,Enc_Day_of_Week__4970,0.00188842
Enc_Transit_Date__9/8/2020,-0.00216542,,Enc_Day_of_Week__5137,0.001834945
Enc_Transit_Date__9/9/2020,-0.007092465,,Enc_Day_of_Week__4554,0.001787912
Enc_Day_of_Week__3004,-0.001501996,,Enc_Day_of_Week__4977,0.001782829
Enc_Day_of_Week__3005,-0.014596515,,Enc_Day_of_Week__4898,0.001745491
Enc_Day_of_Week__3007,-0.000675047,,Enc_Stop_Sequence__10255,0.001712631
Enc_Day_of_Week__3009,-0.00604218,,Enc_Stop_ID__-1.159,0.0016903
Enc_Day_of_Week__3017,0.015497975,,Enc_Stop_ID__78.18,0.001658692
Enc_Day_of_Week__3032,0.011873782,,Enc_Transit_Date__1/12/2020,0.001644368
Enc_Day_of_Week__3048,-0.001245947,,Enc_Transit_Date__5/25/2020,0.001618572
Enc_Day_of_Week__3049,-0.006655384,,Enc_Miles__Friday,0.001610787
Enc_Day_of_Week__3050,-0.015850748,,Enc_Day_of_Week__3808,0.001562271
Enc_Day_of_Week__3064,0.015269714,,Enc_Transit_Date__7/3/2020,0.001538513
Enc_Day_of_Week__3087,-0.002366829,,Enc_Day_of_Week__4974,0.001511554
Enc_Day_of_Week__3088,-0.013496251,,Enc_Day_of_Week__3116,0.001496166
Enc_Day_of_Week__3098,-0.002067057,,Enc_Stop_Sequence__10284,0.00145225
Enc_Day_of_Week__3101,-0.016111326,,Enc_Day_of_Week__4878,0.001450014
Enc_Day_of_Week__3103,-0.006653643,,Enc_Stop_Sequence__10605,0.00144139
Enc_Day_of_Week__3116,0.001496166,,Enc_Transit_Date__6/10/2020,0.001439703
Enc_Day_of_Week__3145,-0.027729086,,Enc_Transit_Date__2/9/2020,0.001428536
Enc_Day_of_Week__3146,-0.023299296,,Enc_Stop_Sequence__10616,0.001402768
Enc_Day_of_Week__3152,-0.009042924,,Enc_Day_of_Week__4608,0.001395178
Enc_Day_of_Week__3158,-0.00421205,,Enc_Day_of_Week__4740,0.001384227
Enc_Day_of_Week__3172,-0.013571922,,Enc_Transit_Date__5/16/2020,0.001367914
Enc_Day_of_Week__3178,0.009860882,,Enc_Transit_Date__8/8/2020,0.00136541
Enc_Day_of_Week__3194,0.004924843,,Enc_Transit_Date__6/27/2020,0.001323948
Enc_Day_of_Week__3204,0.03509554,,Enc_Transit_Date__6/3/2020,0.001323223
Enc_Day_of_Week__3215,-0.010060407,,Enc_Stop_Sequence__10813,0.00131669
Enc_Day_of_Week__3218,0.019253619,,Enc_Day_of_Week__4465,0.001281456
Enc_Day_of_Week__3239,-0.006707597,,Enc_Transit_Date__8/10/2020,0.001263532
Enc_Day_of_Week__3240,-0.017093022,,Enc_Transit_Date__5/2/2020,0.001259955
Enc_Day_of_Week__3257,0.036845254,,Enc_Day_of_Week__4806,0.001241046
Enc_Day_of_Week__3264,-0.014588067,,Enc_Transit_Date__6/11/2020,0.00113504
Enc_Day_of_Week__3272,0.007105698,,Enc_Day_of_Week__4426,0.001134842
Enc_Day_of_Week__3274,-0.00053103,,Enc_Day_of_Week__5144,0.00112413
Enc_Day_of_Week__3282,0.009241665,,Enc_Transit_Date__6/9/2020,0.001107761
Enc_Day_of_Week__3291,0.018513614,,Enc_Day_of_Week__4976,0.001063478
Enc_Day_of_Week__3295,0.013630706,,Enc_Day_of_Week__4549,0.001058494
Enc_Day_of_Week__3304,0.013683577,,Enc_Day_of_Week__4649,0.001044044
Enc_Day_of_Week__3318,0.001984998,,Enc_Day_of_Week__4303,0.000992587
Enc_Day_of_Week__3319,-0.009621965,,Enc_Day_of_Week__4472,0.000962931
Enc_Day_of_Week__3323,0.146435673,,Enc_Day_of_Week__5055,0.000958569
Enc_Day_of_Week__3324,0.003745387,,Enc_Day_of_Week__4514,0.000953786
Enc_Day_of_Week__3327,0.005120387,,Enc_Day_of_Week__4473,0.000944066
Enc_Day_of_Week__3367,0.006478199,,Enc_Stop_Sequence__10219,0.000802433
Enc_Day_of_Week__3384,-0.002291637,,Enc_Day_of_Week__4181,0.000771978
Enc_Day_of_Week__3392,0.004309479,,Enc_Stop_Sequence__10660,0.000713574
Enc_Day_of_Week__3416,-0.000913389,,Enc_Transit_Date__7/25/2020,0.000701617
Enc_Day_of_Week__3463,-0.022352396,,Enc_Stop_ID__5.53,0.000692226
Enc_Day_of_Week__3465,-0.000338561,,Enc_Stop_ID__4.391,0.000691547
Enc_Day_of_Week__3476,0.005105648,,Enc_Transit_Date__10/28/2020,0.000661958
Enc_Day_of_Week__3480,0.002153642,,Enc_Stop_ID__23.089,0.000646523
Enc_Day_of_Week__3482,0.00647588,,Enc_Stop_Sequence__10701,0.000621191
Enc_Day_of_Week__3516,-0.01044545,,Enc_Day_of_Week__4911,0.000612212
Enc_Day_of_Week__3530,-0.005617695,,Enc_Transit_Date__3/1/2020,0.000605926
Enc_Day_of_Week__3618,-0.00801879,,Enc_Transit_Date__5/19/2020,0.000577882
Enc_Day_of_Week__3661,-0.001271236,,Enc_Transit_Date__8/21/2020,0.000574824
Enc_Day_of_Week__3676,0.007605591,,Enc_Day_of_Week__4611,0.000537178
Enc_Day_of_Week__3694,-0.009606559,,Enc_Transit_Date__8/29/2020,0.000534537
Enc_Day_of_Week__3723,0.01400144,,Enc_Transit_Date__12/28/2020,0.000521099
Enc_Day_of_Week__3725,0.020555138,,Enc_Transit_Date__9/20/2020,0.000514526
Enc_Day_of_Week__3738,0.021271146,,Enc_Transit_Date__6/12/2020,0.000461814
Enc_Day_of_Week__3763,-0.012125232,,Enc_Day_of_Week__4849,0.000458212
Enc_Day_of_Week__3764,0.002637959,,Enc_Day_of_Week__4364,0.000433914
Enc_Day_of_Week__3766,-0.012275753,,Enc_Day_of_Week__4666,0.00041009
Enc_Day_of_Week__3777,-0.009897422,,Enc_Transit_Date__5/17/2020,0.000345983
Enc_Day_of_Week__3778,0.002521986,,Enc_Day_of_Week__4748,0.000306364
Enc_Day_of_Week__3779,0.004074828,,Enc_Day_of_Week__5116,0.000303662
Enc_Day_of_Week__3802,-0.002453763,,Enc_Day_of_Week__5002,0.000276085
Enc_Day_of_Week__3807,-0.004028647,,Enc_Day_of_Week__5132,0.000248738
Enc_Day_of_Week__3808,0.001562271,,Enc_Transit_Date__10/4/2020,0.000231263
Enc_Day_of_Week__3821,-0.021827409,,Enc_Stop_Sequence__10850,0.000174324
Enc_Day_of_Week__3824,0.009608497,,Enc_Stop_Sequence__10634,0.000172815
Enc_Day_of_Week__3830,-0.006051514,,Enc_Transit_Date__7/19/2020,0.000156457
Enc_Day_of_Week__3831,-0.013191538,,Enc_Transit_Date__5/7/2020,0.000143917
Enc_Day_of_Week__3835,-0.012694941,,Enc_Day_of_Week__4579,8.75857E-05
Enc_Day_of_Week__3837,0.003983497,,Enc_Transit_Date__7/29/2020,1.24813E-05
Enc_Day_of_Week__3844,0.003283091,,Enc_Transit_Date__12/22/2020,4.7465E-06
Enc_Day_of_Week__3848,0.013265236,,Enc_Stop_Sequence__10809,-1.65566E-05
Enc_Day_of_Week__3899,-0.025933462,,Enc_Day_of_Week__4705,-3.28731E-05
Enc_Day_of_Week__3911,-0.000750991,,Enc_Transit_Date__10/25/2020,-3.97052E-05
Enc_Day_of_Week__3948,-0.025376744,,Enc_Day_of_Week__4777,-9.30705E-05
Enc_Day_of_Week__3952,-0.008028594,,Enc_Transit_Date__9/2/2020,-0.000116558
Enc_Day_of_Week__3954,0.008632986,,Enc_Day_of_Week__5088,-0.000119516
Enc_Day_of_Week__3981,-0.005100932,,Enc_Day_of_Week__4729,-0.000133828
Enc_Day_of_Week__3985,-0.001512641,,Enc_Day_of_Week__4826,-0.000152167
Enc_Day_of_Week__4043,-0.002659399,,Enc_Day_of_Week__5081,-0.000154829
Enc_Day_of_Week__4077,-0.006321748,,Enc_Transit_Date__3/8/2020,-0.000177391
Enc_Day_of_Week__4080,0.006796609,,Enc_Transit_Date__8/1/2020,-0.00018543
Enc_Day_of_Week__4104,-0.016544121,,Enc_Transit_Date__11/19/2020,-0.000228175
Enc_Day_of_Week__4115,-0.003839285,,Enc_Transit_Date__7/12/2020,-0.000234025
Enc_Day_of_Week__4179,0.023037416,,Enc_Day_of_Week__5092,-0.000234998
Enc_Day_of_Week__4181,0.000771978,,Enc_Day_of_Week__4949,-0.000247117
Enc_Day_of_Week__4187,-0.00074378,,Enc_Transit_Date__8/22/2020,-0.000253251
Enc_Day_of_Week__4192,-0.001431876,,Enc_Day_of_Week__4493,-0.000254398
Enc_Day_of_Week__4200,0.003836933,,Enc_Transit_Date__8/16/2020,-0.000271973
Enc_Day_of_Week__4214,-0.00541361,,Enc_Transit_Date__3/11/2020,-0.000276183
Enc_Day_of_Week__4221,-0.001331297,,Enc_Day_of_Week__4375,-0.000288851
Enc_Day_of_Week__4235,-0.003265636,,Enc_Transit_Date__6/17/2020,-0.000290852
Enc_Day_of_Week__4246,-0.024363805,,Enc_Day_of_Week__4290,-0.000326647
Enc_Day_of_Week__4262,0.002928132,,Enc_Stop_Sequence__10806,-0.000334026
Enc_Day_of_Week__4272,-0.000942121,,Enc_Day_of_Week__3465,-0.000338561
Enc_Day_of_Week__4284,0.013587621,,Enc_Transit_Date__11/16/2020,-0.000418915
Enc_Day_of_Week__4290,-0.000326647,,Enc_Day_of_Week__4617,-0.000433041
Enc_Day_of_Week__4295,0.002118205,,Enc_Transit_Date__1/19/2020,-0.000440478
Enc_Day_of_Week__4299,-0.001351248,,Enc_Stop_Sequence__10710,-0.000443086
Enc_Day_of_Week__4303,0.000992587,,Enc_Transit_Date__8/18/2020,-0.000443682
Enc_Day_of_Week__4308,-0.043440462,,Enc_Stop_Sequence__10258,-0.000480055
Enc_Day_of_Week__4315,-0.00616791,,Enc_Transit_Date__4/25/2020,-0.00052866
Enc_Day_of_Week__4322,-0.006865685,,Enc_Day_of_Week__3274,-0.00053103
Enc_Day_of_Week__4341,-0.002474178,,Enc_Day_of_Week__4698,-0.000583241
Enc_Day_of_Week__4352,-0.001221252,,Enc_Day_of_Week__4808,-0.000615367
Enc_Day_of_Week__4364,0.000433914,,Enc_Transit_Date__1/6/2020,-0.000633699
Enc_Day_of_Week__4366,-0.014829887,,Enc_Transit_Date__8/19/2020,-0.00063665
Enc_Day_of_Week__4369,0.004195795,,Enc_Transit_Date__11/15/2020,-0.000641904
Enc_Day_of_Week__4371,-0.010848992,,Enc_Transit_Date__12/29/2020,-0.000644361
Enc_Day_of_Week__4375,-0.000288851,,Enc_Day_of_Week__5042,-0.00065383
Enc_Day_of_Week__4388,0.013697212,,Enc_Transit_Date__9/19/2020,-0.000661114
Enc_Day_of_Week__4403,0.011357885,,Enc_Transit_Date__1/8/2020,-0.000665796
Enc_Day_of_Week__4418,-0.001141256,,Enc_Day_of_Week__3007,-0.000675047
Enc_Day_of_Week__4419,-0.005498433,,Enc_Actual_Hour_Depart__1,-0.000679166
Enc_Day_of_Week__4424,-0.010049187,,Enc_Transit_Date__6/19/2020,-0.000692121
Enc_Day_of_Week__4425,-0.009271626,,Enc_Transit_Date__1/9/2020,-0.000705721
Enc_Day_of_Week__4426,0.001134842,,Enc_Transit_Date__6/28/2020,-0.000708848
Enc_Day_of_Week__4441,-0.007599776,,Enc_Transit_Date__9/6/2020,-0.000724032
Enc_Day_of_Week__4452,-0.007585956,,Enc_Stop_Sequence__10812,-0.00072668
Enc_Day_of_Week__4465,0.001281456,,Enc_Day_of_Week__4658,-0.000737689
Enc_Day_of_Week__4472,0.000962931,,Enc_Day_of_Week__4187,-0.00074378
Enc_Day_of_Week__4473,0.000944066,,Enc_Day_of_Week__4641,-0.000750991
Enc_Day_of_Week__4475,0.005333482,,Enc_Stop_Sequence__10213,-0.000750991
Enc_Day_of_Week__4478,0.004853211,,Enc_Day_of_Week__3911,-0.000750991
Enc_Day_of_Week__4481,0.007545068,,Enc_Stop_Sequence__10876,-0.000750991
Enc_Day_of_Week__4482,-0.009997361,,Enc_Stop_Sequence__10692,-0.000750991
Enc_Day_of_Week__4487,-0.019035451,,Enc_Transit_Date__5/12/2020,-0.000758366
Enc_Day_of_Week__4492,0.007157356,,Enc_Transit_Date__3/14/2020,-0.000810117
Enc_Day_of_Week__4493,-0.000254398,,Enc_Transit_Date__7/9/2020,-0.000843827
Enc_Day_of_Week__4496,-0.01008401,,Enc_Transit_Date__8/5/2020,-0.00086884
Enc_Day_of_Week__4500,-0.001894515,,Enc_Stop_Sequence__10811,-0.000870211
Enc_Day_of_Week__4514,0.000953786,,Enc_Day_of_Week__4708,-0.000886485
Enc_Day_of_Week__4516,-0.008890533,,Enc_Day_of_Week__3416,-0.000913389
Enc_Day_of_Week__4517,-0.006214055,,Enc_Day_of_Week__4851,-0.000918965
Enc_Day_of_Week__4519,0.007897223,,Enc_Stop_Sequence__10801,-0.00093109
Enc_Day_of_Week__4520,0.0172632,,Enc_Day_of_Week__4272,-0.000942121
Enc_Day_of_Week__4521,0.019978032,,Enc_Day_of_Week__4957,-0.000949361
Enc_Day_of_Week__4522,-0.012099302,,Enc_Transit_Date__1/2/2020,-0.00098299
Enc_Day_of_Week__4523,0.010270988,,Enc_Stop_Sequence__10820,-0.0010112
Enc_Day_of_Week__4525,-0.009616802,,Enc_Day_of_Week__4737,-0.001016851
Enc_Day_of_Week__4530,-0.003801989,,Enc_Transit_Date__10/23/2020,-0.001030828
Enc_Day_of_Week__4531,-0.005235811,,Enc_Day_of_Week__4585,-0.001036687
Enc_Day_of_Week__4540,-0.001110298,,Enc_Day_of_Week__5145,-0.001040959
Enc_Day_of_Week__4543,-0.011191487,,Enc_Transit_Date__7/5/2020,-0.001064445
Enc_Day_of_Week__4547,-0.004874672,,Enc_Stop_ID__10.606,-0.00107109
Enc_Day_of_Week__4549,0.001058494,,Enc_Day_of_Week__4681,-0.001075248
Enc_Day_of_Week__4550,-0.007291862,,Enc_Transit_Date__5/9/2020,-0.001087591
Enc_Day_of_Week__4553,0.009327019,,Enc_Day_of_Week__4540,-0.001110298
Enc_Day_of_Week__4554,0.001787912,,Enc_Day_of_Week__5110,-0.001129645
Enc_Day_of_Week__4559,-0.004272914,,Enc_Transit_Date__11/25/2020,-0.001130356
Enc_Day_of_Week__4561,-0.001512641,,Enc_Transit_Date__9/12/2020,-0.001140618
Enc_Day_of_Week__4563,-0.007688763,,Enc_Day_of_Week__4418,-0.001141256
Enc_Day_of_Week__4567,-0.009984457,,Enc_Transit_Date__12/8/2020,-0.00115656
Enc_Day_of_Week__4571,0.009383456,,Enc_Badge_#__3,-0.001183587
Enc_Day_of_Week__4576,0.007306872,,Enc_Day_of_Week__4965,-0.001185943
Enc_Day_of_Week__4577,0.019828244,,Enc_Day_of_Week__4774,-0.001189205
Enc_Day_of_Week__4579,8.76E-05,,Enc_Stop_ID__26.008,-0.00120221
Enc_Day_of_Week__4585,-0.001036687,,Enc_Stop_Sequence__10694,-0.00120221
Enc_Day_of_Week__4590,-0.004676466,,Enc_Day_of_Week__4602,-0.001212746
Enc_Day_of_Week__4591,-0.002688357,,Enc_Day_of_Week__4352,-0.001221252
Enc_Day_of_Week__4594,-0.001392263,,Enc_Transit_Date__12/4/2020,-0.001228813
Enc_Day_of_Week__4595,-0.003100971,,Enc_Transit_Date__11/10/2020,-0.001244031
Enc_Day_of_Week__4602,-0.001212746,,Enc_Day_of_Week__3048,-0.001245947
Enc_Day_of_Week__4603,0.039417935,,Enc_Transit_Date__3/15/2020,-0.001256066
Enc_Day_of_Week__4605,-0.006287047,,Enc_Day_of_Week__3661,-0.001271236
Enc_Day_of_Week__4606,0.041937056,,Enc_Transit_Date__3/17/2020,-0.001274038
Enc_Day_of_Week__4608,0.001395178,,Enc_Transit_Date__9/5/2020,-0.001274813
Enc_Day_of_Week__4609,-0.006316474,,Enc_Day_of_Week__5051,-0.001295386
Enc_Day_of_Week__4611,0.000537178,,Enc_Stop_Sequence__10298,-0.001314571
Enc_Day_of_Week__4617,-0.000433041,,Enc_Stop_Sequence__10301,-0.001329709
Enc_Day_of_Week__4624,0.011227842,,Enc_Day_of_Week__4221,-0.001331297
Enc_Day_of_Week__4628,-0.002799644,,Enc_Day_of_Week__4886,-0.001348958
Enc_Day_of_Week__4630,-0.026547694,,Enc_Day_of_Week__4299,-0.001351248
Enc_Day_of_Week__4633,-0.00293067,,Enc_Day_of_Week__5074,-0.001365463
Enc_Day_of_Week__4641,-0.000750991,,Enc_Stop_ID__7.346,-0.001368109
Enc_Day_of_Week__4647,-0.009535629,,Enc_Day_of_Week__5049,-0.00137996
Enc_Day_of_Week__4649,0.001044044,,Enc_Actual_Hour_Depart__20,-0.00138832
Enc_Day_of_Week__4655,0.031324213,,Enc_Day_of_Week__4594,-0.001392263
Enc_Day_of_Week__4658,-0.000737689,,Enc_Day_of_Week__4192,-0.001431876
Enc_Day_of_Week__4660,0.009236892,,Enc_Day_of_Week__4741,-0.001446011
Enc_Day_of_Week__4665,-0.00316131,,Enc_Miles__Sunday,-0.001452193
Enc_Day_of_Week__4666,0.00041009,,Enc_Stop_ID__39.55,-0.001457175
Enc_Day_of_Week__4667,-0.012468405,,Enc_Day_of_Week__4813,-0.001495733
Enc_Day_of_Week__4672,0.012532317,,Enc_Day_of_Week__3004,-0.001501996
Enc_Day_of_Week__4673,0.005125642,,Enc_Day_of_Week__4561,-0.001512641
Enc_Day_of_Week__4674,-0.003439549,,Enc_Day_of_Week__3985,-0.001512641
Enc_Day_of_Week__4677,-0.010271793,,Enc_Day_of_Week__4678,-0.001574364
Enc_Day_of_Week__4678,-0.001574364,,Enc_Transit_Date__10/2/2020,-0.001597294
Enc_Day_of_Week__4681,-0.001075248,,Enc_Transit_Date__5/27/2020,-0.001600625
Enc_Day_of_Week__4684,-0.001982876,,Enc_Day_of_Week__4931,-0.001603689
Enc_Day_of_Week__4687,0.006544803,,Enc_Transit_Date__12/3/2020,-0.001670242
Enc_Day_of_Week__4691,0.029994736,,Enc_Day_of_Week__4850,-0.001679288
Enc_Day_of_Week__4693,-0.0045582,,Enc_Stop_ID__10.793,-0.001722142
Enc_Day_of_Week__4696,-0.024251723,,Enc_Stop_Sequence__10630,-0.001728845
Enc_Day_of_Week__4698,-0.000583241,,Enc_Transit_Date__5/3/2020,-0.00173198
Enc_Day_of_Week__4699,-0.008385169,,Enc_Stop_Sequence__10814,-0.001747761
Enc_Day_of_Week__4703,0.002808827,,Enc_Transit_Date__8/30/2020,-0.001765489
Enc_Day_of_Week__4705,-3.29E-05,,Enc_Stop_ID__13.927,-0.001778092
Enc_Day_of_Week__4706,-0.009062247,,Enc_Day_of_Week__4988,-0.001780783
Enc_Day_of_Week__4708,-0.000886485,,Enc_Transit_Date__12/15/2020,-0.001782202
Enc_Day_of_Week__4709,0.018788111,,Enc_Stop_Sequence__10802,-0.00181326
Enc_Day_of_Week__4710,0.005006629,,Enc_Day_of_Week__4925,-0.001830282
Enc_Day_of_Week__4716,0.003141461,,Enc_Day_of_Week__4907,-0.001839573
Enc_Day_of_Week__4729,-0.000133828,,Enc_Stop_Sequence__10827,-0.001861578
Enc_Day_of_Week__4730,-0.011433169,,Enc_Stop_Sequence__10885,-0.00188669
Enc_Day_of_Week__4732,-0.001911188,,Enc_Day_of_Week__4500,-0.001894515
Enc_Day_of_Week__4736,0.012286131,,Enc_Stop_Sequence__10272,-0.001896049
Enc_Day_of_Week__4737,-0.001016851,,Enc_Day_of_Week__4919,-0.001902011
Enc_Day_of_Week__4739,0.007614413,,Enc_Day_of_Week__4732,-0.001911188
Enc_Day_of_Week__4740,0.001384227,,Enc_Transit_Date__11/13/2020,-0.001939036
Enc_Day_of_Week__4741,-0.001446011,,Enc_Transit_Date__9/30/2020,-0.001949386
