Block #,-0.004473063
Stop Sequence,-0.349935556
Latitude,
Longitude,
Difference (Minutes),1
Dwell Time,0.027111523
Scheduled Run Time,0.000868915
Actual Run Time,0.031068705
Prev Departure Offset,0.606879835
Enc_Hour__0,0.008506836
Enc_Hour__4,-0.006445446
Enc_Hour__5,-0.014315259
Enc_Hour__6,-0.036003021
Enc_Hour__7,-0.037631423
Enc_Hour__8,-0.034647869
Enc_Hour__9,-0.02732588
Enc_Hour__10,-0.029128634
Enc_Hour__11,0.005824159
Enc_Hour__12,0.03056673
Enc_Hour__13,0.026555779
Enc_Hour__14,0.024136169
Enc_Hour__15,0.017632979
Enc_Hour__16,-0.015734661
Enc_Hour__17,0.031025618
Enc_Hour__18,0.02045625
Enc_Hour__19,-0.001709281
Enc_Hour__20,0.027735824
Enc_Hour__21,0.023900957
Enc_Hour__22,-0.007717047
Enc_Hour__23,-0.012695566
Enc_Month__1,0.109067882
Enc_Month__2,0.08858849
Enc_Month__3,0.089912444
Enc_Month__4,0.034452301
Enc_Month__5,0.046784439
Enc_Month__6,-0.056063121
Enc_Month__7,-0.094103531
Enc_Month__8,-0.09336012
Enc_Month__9,-0.030354564
Enc_Month__10,-0.024643531
Enc_Month__11,-0.008067388
Enc_Month__12,-0.027784085
Enc_Day__Friday,0.029968723
Enc_Day__Monday,-0.01556062
Enc_Day__Saturday,0.034987323
Enc_Day__Sunday,-0.029160703
Enc_Day__Thursday,-0.010933712
Enc_Day__Tuesday,-0.010008324
Enc_Day__Wednesday,0.002045261
Enc_Miles__0.0,-0.048344811
Enc_Miles__0.378,-0.120716872
Enc_Miles__0.57,0.051948193
Enc_Miles__0.78,0.009283068
Enc_Miles__0.785,0.043915427
Enc_Miles__0.947,0.004594496
Enc_Miles__0.948,0.065960804
Enc_Miles__1.03,0.057344415
Enc_Miles__1.801,0.000479064
Enc_Miles__2.375,-0.182073776
Enc_Miles__5.887,-0.013178753
Enc_Miles__7.883,0.074563077
Enc_Miles__8.113,-0.004953484
Enc_Miles__10.827,-0.003009066
Enc_Miles__12.304,0.036464185
Enc_Miles__12.393,0.088319605
Enc_Miles__12.825,0.008982629
Enc_Miles__12.872,0.019492266
Enc_Miles__12.92,0.019811328
Enc_Miles__12.938,0.00966767
Enc_Miles__13.083,0.010393593
Enc_Miles__13.548,0.00713379
Enc_Miles__14.332,0.010368123
Enc_Miles__14.946,0.010040362
Enc_Miles__15.446,-0.001974402
Enc_Miles__16.034,0.021108261
Enc_Miles__16.18,0.009109869
Enc_Miles__16.514,0.022154483
Enc_Miles__17.462,0.008293567
Enc_Miles__18.242,0.023955522
Enc_Miles__18.769,0.019899967
Enc_Miles__19.548,0.020852594
Enc_Miles__20.051,0.019334526
Enc_Miles__20.052,0.020078838
Enc_Miles__20.469,0.002559106
Enc_Miles__20.822,0.046078239
Enc_Miles__21.366,-0.00407042
Enc_Miles__21.787,0.009996112
Enc_Miles__21.978,0.014066565
Enc_Miles__22.12,0.010824976
Enc_Miles__22.345,0.013903788
Enc_Miles__22.919,-0.002084915
Enc_Miles__23.139,0.012557569
Enc_Miles__23.293,0.02029869
Enc_Miles__23.447,-0.001179556
Enc_Miles__23.838,0.045557438
Enc_Miles__24.038,0.00874161
Enc_Miles__25.001,-0.008126331
Enc_Miles__38.311,0.004594496
Enc_Miles__40.613,0.014370367
Enc_Stop__177,-0.157843754
Enc_Stop__964,-0.038661543
Enc_Stop__981,-0.072544871
Enc_Stop__982,0.138550873
Enc_Stop__1194,-0.150745404
Enc_Stop__1296,0.199345899
