Feature \ Route,187 2019,,,,,
Enc_Badge__5011.0,-0.001277821,,,,,
Enc_Badge__5015.0,0.026470513,,,,,
Enc_Badge__5016.0,0.098355264,,,,,
Enc_Badge__5017.0,0.013469241,,,,,
Enc_Badge__5018.0,-0.008948813,,,,,
Enc_Badge__5021.0,0.042019464,,,,,
Enc_Badge__5022.0,0.010609557,,,,,
Enc_Badge__5025.0,0.012262974,,,,,
Enc_Badge__5026.0,0.01158993,,,,,
Enc_Badge__5028.0,0.013815494,,,,,
Enc_Badge__5031.0,0.008854103,,,,,
Enc_Badge__5032.0,0.033222327,,,,,
Enc_Badge__5033.0,0.065010496,,,,,
Enc_Badge__5034.0,0.010003738,,,,,
Enc_Badge__5035.0,0.036883609,,,,,
Enc_Badge__5036.0,0.000317034,,,,,
Enc_Badge__5038.0,-0.00870773,,,,,
Enc_Badge__5039.0,0.038738565,,,,,
Enc_Badge__5040.0,0.016486584,,,,,
Enc_Badge__5041.0,0.029540288,,,,,
Enc_Badge__5042.0,0.003005142,,,,,
Enc_Badge__5043.0,0.015829605,,,,,
Enc_Badge__5044.0,0.013748256,,,,,
Enc_Badge__5047.0,0.029805668,,,,,
Enc_Badge__5049.0,0.003155164,,,,,
Enc_Badge__5050.0,0.006248421,,,,,
Enc_Badge__5052.0,0.000838811,,,,,
Enc_Badge__5054.0,-0.002137081,,,,,
Enc_Badge__5055.0,0.003922531,,,,,
Enc_Badge__5056.0,0.000796747,,,,,
Enc_Badge__5060.0,-0.005390386,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
